OCC_CODE,OCC_TITLE,OCC_GROUP,TOT_EMP,EMP_PRSE,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,YEAR,
19-3021,Market research analysts,,320,11.6,27.1,56370,6.5,14.29,18.1,24.35,35.95,44.09,29720,37650,50650,74770,91700,2003,
19-3031,"Clinical, counseling, and school psychologists",,300,13.3,23.89,49690,3.7,13.55,18.4,24.51,28.54,33.99,28190,38270,50980,59350,70690,2003,
19-4031,Chemical technicians,,180,17,17.49,36370,3.1,11.34,14.06,17.17,20.91,24.42,23600,29240,35720,43490,50790,2003,
19-4091,"Environmental science and protection technicians, including health",,,,14.15,29420,7.7,9.55,11.33,12.78,15.98,21.22,19850,23560,26570,33230,44140,2003,
21-0000,Community and social services occupations,major,5550,6.5,15.75,32760,3.6,9.38,11.4,14.59,18.83,24.78,19500,23710,30350,39160,51540,2003,
21-1011,Substance abuse and behavioral disorder counselors,,130,44.4,16.07,33420,5,11.56,12.8,15.29,18.78,21.76,24040,26630,31800,39050,45260,2003,
21-1012,"Educational, vocational, and school counselors",,580,10.1,23.98,49870,10.2,12.36,16.32,24.73,30.2,36.31,25710,33940,51440,62810,75530,2003,
21-1014,Mental health counselors,,390,30.8,13.17,27390,6.8,9.55,10.31,11.47,14.91,19.34,19860,21450,23850,31000,40220,2003,
21-1015,Rehabilitation counselors,,250,22.7,13.81,28730,9.6,9.04,9.85,11.38,15.94,22.57,18810,20490,23680,33160,46950,2003,
21-1022,Medical and public health social workers,,580,21.5,17.42,36220,1.6,12.54,14.78,16.93,20.17,23.52,26090,30750,35210,41950,48930,2003,
21-1023,Mental health and substance abuse social workers,,290,14.8,16.84,35020,1.9,12.26,14.43,16.43,19.5,22.01,25510,30010,34170,40550,45780,2003,
21-1091,Health educators,,200,23,16.77,34880,3.3,10.33,12.45,15.82,20.78,25.51,21490,25900,32900,43230,53050,2003,
21-1093,Social and human service assistants,,1010,14.5,12.06,25080,3.4,8.07,9.48,11.76,13.8,16.66,16780,19710,24450,28700,34660,2003,
21-2011,Clergy,,90,17,17.73,36880,2.4,11.38,14.84,17.17,20.46,24.11,23680,30870,35710,42550,50150,2003,
23-0000,Legal occupations,major,3530,8.1,29.48,61320,3,12.43,16.07,21.01,36.39,57.21,25860,33430,43700,75690,119000,2003,
23-1011,Lawyers,,1880,28.7,38.47,80020,6.5,15.77,19.72,32.79,47.87,,32790,41010,68200,99570,,2003,
23-1023,"Judges, magistrate judges, and magistrates",,,,37.11,77180,25.7,17.69,25.35,31.04,52.32,62.94,36790,52720,64560,108820,130910,2003,
23-2011,Paralegals and legal assistants,,730,32.8,18.29,38040,1.8,13.16,15.3,18.06,20.84,23.92,27380,31830,37570,43360,49750,2003,
23-2092,Law clerks,,,,13.44,27950,7.7,7.85,9,12.34,17.35,20.75,16340,18720,25670,36090,43150,2003,
23-2093,"Title examiners, abstractors, and searchers",,190,27.9,14.52,30200,8,9.69,11.08,12.89,16.15,21.21,20150,23040,26820,33600,44120,2003,
25-0000,"Education, training, and library occupations",major,23780,2.1,19.52,40600,3.9,9.13,12.36,19.58,25.85,28.47,18980,25720,40730,53780,59230,2003,
25-1011,"Business teachers, postsecondary",,180,4.4,,67190,14.9,,,,,,21030,33790,72120,93800,115520,2003,
25-1021,"Computer science teachers, postsecondary",,80,3.9,,67370,13.6,,,,,,33540,41320,69630,91160,107620,2003,
25-1022,"Mathematical science teachers, postsecondary",,90,14.9,,52650,10,,,,,,25640,37720,45050,59570,85060,2003,
25-1052,"Chemistry teachers, postsecondary",,50,19.1,,61830,9.1,,,,,,35550,44510,56890,78490,97160,2003,
25-1054,"Physics teachers, postsecondary",,30,41.4,,68910,5.4,,,,,,40400,52770,68490,87960,101040,2003,
25-1066,"Psychology teachers, postsecondary",,70,13.9,,63030,7.3,,,,,,36980,44910,58900,79450,93580,2003,
25-1072,"Nursing instructors and teachers, postsecondary",,160,29.9,,49970,5.4,,,,,,32630,39140,47720,57230,72570,2003,
25-1121,"Art, drama, and music teachers, postsecondary",,190,21.9,,44480,9.2,,,,,,24430,31530,40030,52920,71300,2003,
25-1122,"Communications teachers, postsecondary",,60,26,,49940,5.4,,,,,,30150,35060,43650,61710,81470,2003,
25-1123,"English language and literature teachers, postsecondary",,150,15.2,,44040,3.1,,,,,,27210,35960,43030,51760,63370,2003,
25-1126,"Philosophy and religion teachers, postsecondary",,70,38.7,,54190,3.2,,,,,,30990,38500,50130,68110,86760,2003,
25-1194,"Vocational education teachers, postsecondary",,470,13.6,20.59,42830,2.7,12.32,16.49,21.17,25.08,27.83,25620,34300,44030,52170,57890,2003,
25-2011,"Preschool teachers, except special education",,1250,17.2,8.31,17290,2.3,6.33,7.23,7.98,8.73,10.55,13170,15030,16590,18170,21930,2003,
25-2021,"Elementary school teachers, except special education",,3920,5.8,,46600,6.4,,,,,,30150,39900,50240,55330,58590,2003,
25-2022,"Middle school teachers, except special and vocational education",,1850,10.2,,46350,7.4,,,,,,30100,39110,50200,55330,58550,2003,
25-2031,"Secondary school teachers, except special and vocational education",,2470,10.4,,48260,5.3,,,,,,31630,42770,51390,56370,59680,2003,
25-2041,"Special education teachers, preschool, kindergarten, and elementary school",,840,16.8,,44070,9,,,,,,26320,35840,48320,54640,58510,2003,
25-3021,Self-enrichment education teachers,,220,14.3,14.51,30180,10.3,6.57,7.98,11.64,18.13,30.9,13670,16590,24220,37700,64270,2003,
25-4010,"Archivists, curators, and museum technicians",,60,24.6,18.05,37540,9.6,9.5,11.47,14.04,19.75,24.3,19760,23860,29200,41080,50550,2003,
25-4021,Librarians,,340,6.6,22.7,47220,4.9,14.85,19.67,24.53,26.84,28.32,30890,40910,51010,55820,58900,2003,
25-4031,Library technicians,,90,14.8,12.98,27000,4.6,8.26,9.81,12.26,14.55,19,17180,20400,25500,30270,39510,2003,
25-9031,Instructional coordinators,,170,8.8,20.61,42870,5,12.02,14.41,18.52,22.48,33.98,24990,29960,38510,46760,70680,2003,
27-0000,"Arts, design, entertainment, sports, and media occupations",major,5240,7.1,18.61,38720,6,7.44,10,14.43,21.56,32.39,15460,20800,30010,44840,67370,2003,
27-1011,Art directors,,110,23.7,31.83,66200,4.6,19.84,24.55,29.29,35.07,43.12,41260,51060,60920,72940,89690,2003,
27-1014,Multi-media artists and animators,,150,31.1,23.98,49880,5.2,13.41,16.49,21.25,28.85,38.32,27890,34290,44190,60000,79710,2003,
27-1021,Commercial and industrial designers,,80,18.8,24.21,50350,5.7,15.07,18.74,22.94,29.39,35.9,31340,38980,47700,61130,74670,2003,
27-1023,Floral designers,,200,33.2,9.36,19470,3.8,7.46,7.98,8.83,10.68,12.43,15510,16590,18370,22210,25860,2003,
27-1024,Graphic designers,,550,15.6,17.23,35840,2.5,10.11,12.44,15.34,20.1,27.68,21040,25880,31900,41820,57570,2003,
27-1025,Interior designers,,140,9.9,20.12,41850,6.1,9.93,13.37,18.44,25.33,36.33,20650,27810,38340,52680,75580,2003,
27-1026,Merchandise displayers and window trimmers,,90,23,11.37,23650,8.6,7.2,7.88,9.81,12.76,19.65,14980,16400,20410,26540,40870,2003,
27-1027,Set and exhibit designers,,,,15.15,31520,5,10.69,12.04,14.07,16.87,23.56,22230,25050,29260,35090,48990,2003,
27-2011,Actors,,50,19.4,,22680,11.2,,,,,,18440,19320,20780,22240,31100,2003,
27-2012,Producers and directors,,180,13.5,,38670,9.9,,,,,,18880,24860,32440,48650,67340,2003,
27-2021,Athletes and sports competitors,,,,,101910,12.5,,,,,,12770,24990,58140,,,2003,
27-2022,Coaches and scouts,,410,18.7,,25400,10.3,,,,,,12800,15310,20760,28710,44110,2003,
27-2032,Choreographers,,160,38.4,14.05,29220,9.9,9.82,10.97,14.37,16.09,17.12,20430,22810,29890,33460,35620,2003,
27-3010,Announcers,,290,13,14.91,31020,24.9,5.8,6.52,8.67,13.54,48.37,12050,13560,18030,28170,100600,2003,
27-3020,"News analysts, reporters and correspondents",,210,7.7,19.29,40120,14.9,8.24,10.37,15.28,25.9,34.01,17130,21560,31770,53870,70750,2003,
27-3031,Public relations specialists,,670,11.5,18.62,38720,2.5,10.92,14.1,17.08,21.26,28.62,22710,29320,35530,44230,59540,2003,
27-3041,Editors,,350,18.3,17.89,37200,12.7,9.43,10.92,14.54,22.09,32.01,19610,22710,30250,45960,66590,2003,
27-3042,Technical writers,,110,14.8,21.48,44680,2.7,14.8,17.27,20.84,25.54,29.07,30780,35930,43350,53110,60460,2003,
27-3043,Writers and authors,,120,19.1,22.45,46690,7.8,7.85,14.51,18.87,29.11,42.27,16320,30180,39240,60540,87920,2003,
27-4011,Audio and video equipment technicians,,110,28.7,13.94,28990,3.9,8.97,10.22,12.45,16.48,21.61,18660,21250,25890,34270,44940,2003,
27-4012,Broadcast technicians,,120,17.8,12.84,26710,9,6.42,8.09,10.65,14.17,23.77,13340,16820,22160,29480,49450,2003,
27-4014,Sound engineering technicians,,,,13.53,28140,14.4,6.61,9.02,11.11,13.41,29.21,13740,18760,23110,27890,60760,2003,
27-4021,Photographers,,260,11.5,12.16,25290,8.5,6.01,7.1,9.78,13.61,24.58,12490,14760,20330,28300,51120,2003,
27-4031,"Camera operators, television, video, and motion picture",,70,30.2,16.9,35150,2.7,7.52,9.98,15.53,23.68,28.86,15630,20760,32300,49260,60040,2003,
27-4032,Film and video editors,,50,12.6,12.57,26150,10.9,8.1,9.29,10.28,11.48,24.99,16850,19320,21390,23890,51970,2003,
29-0000,Healthcare practitioners and technical occupations,major,29290,4.2,25.33,52680,2.7,11.64,15.91,20.85,26.7,40.58,24200,33100,43360,55540,84410,2003,
29-1011,Chiropractors,,40,48.6,40.93,85140,26.3,8.31,20.13,36.17,63.56,,17280,41870,75220,132200,,2003,
29-1020,Dentists,,330,31.6,56.79,118130,8.8,27.44,37.79,59.52,68.85,,57080,78600,123790,143200,,2003,
29-1031,Dietitians and nutritionists,,210,19.5,20.44,42510,2.3,15.56,17.69,20.1,22.95,26.43,32370,36790,41810,47730,54970,2003,
29-1041,Optometrists,,170,34.4,34.93,72660,14.5,18.16,23.93,33.17,42.39,59.78,37770,49770,68990,88170,124340,2003,
29-1051,Pharmacists,,940,6.9,38.98,81090,1.5,31.85,37.08,40.44,43.82,46.77,66250,77120,84120,91150,97290,2003,
29-1061,Anesthesiologists,,110,28.5,100.22,208470,5.9,,,,,,,,,,,2003,
29-1062,Family and general practitioners,,280,25.2,69.86,145300,16,20.91,52.22,67.62,,,43490,108630,140650,,,2003,
29-1063,"Internists, general",,180,39.5,73.46,152800,6.4,35.22,55.55,69.71,,,73270,115550,144990,,,2003,
29-1064,Obstetricians and gynecologists,,,,85.78,178430,12.2,22.29,,,,,46360,,,,,2003,
29-1065,"Pediatricians, general",,,,67.73,140880,15.1,46.91,50.02,55.19,,,97580,104040,114800,,,2003,
29-1066,Psychiatrists,,80,46.5,48.27,100400,14.2,18.7,20.94,42.98,67.95,,38910,43550,89400,141330,,2003,
29-1067,Surgeons,,600,21.9,99.33,206620,5.1,,,,,,,,,,,2003,
29-1071,Physician assistants,,130,32.6,34.8,72390,6.6,24.35,28.98,37.86,42.24,44.98,50640,60280,78750,87860,93560,2003,
29-1111,Registered nurses,,11730,6,23.46,48800,1.1,17.43,19.65,22.92,26.63,30.09,36250,40870,47680,55380,62590,2003,
29-1121,Audiologists,,,,21.57,44870,3.2,17.58,18.58,20.17,22.64,29.69,36570,38660,41960,47090,61760,2003,
29-1122,Occupational therapists,,480,31,25.14,52290,2.8,17.9,20.77,24.3,27.41,31.89,37230,43190,50550,57020,66330,2003,
29-1123,Physical therapists,,750,31.6,29.9,62200,7.4,19.12,22.05,26.38,31.54,36.31,39780,45850,54860,65610,75520,2003,
29-1125,Recreational therapists,,50,21.7,13.8,28700,4.1,9.4,11.38,14.75,16.6,17.68,19550,23670,30680,34540,36780,2003,
29-1126,Respiratory therapists,,690,27.8,18.45,38370,1.1,14.91,16.26,18.31,20.75,22.41,31020,33810,38090,43150,46610,2003,
29-1127,Speech-language pathologists,,380,25.1,24.58,51130,3,15.43,20.53,24.75,28.28,33.89,32090,42710,51490,58820,70490,2003,
29-1131,Veterinarians,,150,23.3,36.84,76620,9.7,19.05,23.59,32.71,45.9,62.45,39630,49070,68030,95470,129890,2003,
29-2011,Medical and clinical laboratory technologists,,800,12.8,19.68,40940,1.8,14.76,17.59,19.87,21.99,24.92,30700,36590,41330,45740,51830,2003,
29-2012,Medical and clinical laboratory technicians,,500,15.6,14.31,29770,3.4,9.66,11.29,13.93,16.9,20.05,20100,23480,28970,35150,41700,2003,
29-2021,Dental hygienists,,450,28.6,25.19,52390,7.6,18.19,22.89,25.15,27.4,37.91,37830,47610,52310,56990,78850,2003,
29-2031,Cardiovascular technologists and technicians,,280,9.6,15.84,32940,2.1,9.65,11.09,14.82,20.23,23.3,20070,23060,30830,42070,48460,2003,
29-2032,Diagnostic medical sonographers,,170,15.2,22.39,46560,3.9,15.7,18.15,22.02,25.65,28.58,32650,37740,45800,53350,59450,2003,
29-2033,Nuclear medicine technologists,,70,14.8,20.75,43160,2.5,16.5,18.37,20.63,22.9,26.03,34320,38210,42910,47640,54150,2003,
29-2034,Radiologic technologists and technicians,,880,13.8,17.8,37030,2.6,12.16,14.75,17.88,20.92,23.66,25290,30670,37200,43510,49220,2003,
29-2041,Emergency medical technicians and paramedics,,640,18.5,11.31,23530,2.7,7.92,9.01,10.93,13.3,15.99,16480,18740,22730,27660,33260,2003,
29-2051,Dietetic technicians,,70,31.2,11.05,22990,4.5,8.27,9.32,10.8,12.45,13.42,17190,19390,22470,25890,27920,2003,
29-2052,Pharmacy technicians,,960,9.1,10.64,22120,4,7.39,8.25,10.11,12.42,14.25,15370,17150,21030,25840,29640,2003,
29-2053,Psychiatric technicians,,200,38.2,10.66,22170,6,7.66,8.89,10.27,12.17,14.11,15920,18490,21370,25320,29350,2003,
29-2054,Respiratory therapy technicians,,140,32.5,16.15,33600,2.6,12.21,13.9,15.97,18.45,20.79,25400,28910,33220,38380,43240,2003,
29-2055,Surgical technologists,,500,29.3,15.49,32230,1.9,12.52,14.16,15.57,16.99,18.63,26030,29460,32390,35340,38750,2003,
29-2056,Veterinary technologists and technicians,,190,31.9,9.77,20310,3.2,7.65,8.35,9.48,10.71,11.87,15920,17360,19710,22280,24680,2003,
29-2061,Licensed practical and licensed vocational nurses,,3020,8.4,15.71,32680,1.8,11.98,13.5,15.43,17.54,20.5,24910,28080,32090,36480,42640,2003,
29-2071,Medical records and health information technicians,,820,10.8,12.46,25930,2.9,8.21,9.41,11.06,14.55,19.45,17080,19580,23010,30270,40450,2003,
29-2081,"Opticians, dispensing",,,,11.11,23100,2.5,6.78,7.88,9.79,13.58,18.81,14110,16400,20360,28240,39120,2003,
29-9010,Occupational health and safety specialists and technicians,,130,20.4,23.7,49290,4.3,12.95,17.11,23.54,29.42,34.98,26930,35580,48950,61190,72760,2003,
29-9091,Athletic trainers,,,,,46590,8.2,,,,,,21320,26940,34510,52090,80470,2003,
31-0000,Healthcare support occupations,major,14250,4.7,11.17,23240,1.3,8.06,9.34,10.66,12.69,15.06,16770,19420,22170,26390,31330,2003,
31-1011,Home health aides,,1170,18.8,9.88,20550,2.3,7.2,8.06,9.57,11.54,13.35,14980,16760,19910,23990,27760,2003,
31-1012,"Nursing aides, orderlies, and attendants",,6320,7.1,10.46,21760,1.3,8.29,9.28,10.3,11.62,13.32,17250,19300,21430,24180,27710,2003,
31-2011,Occupational therapist assistants,,40,38.8,17.26,35900,3.9,12.8,14.53,17.45,20.32,21.89,26630,30220,36300,42260,45520,2003,
31-2021,Physical therapist assistants,,310,25.8,17.16,35690,2.4,11.18,13.74,17.79,20.59,22.38,23260,28570,37000,42840,46550,2003,
31-2022,Physical therapist aides,,160,24.2,9.73,20230,3.1,6.34,8.05,9.71,10.94,12.74,13180,16740,20210,22760,26500,2003,
31-9011,Massage therapists,,60,35.9,12.98,27000,12,6.14,7,11,18.17,24.27,12770,14560,22890,37800,50490,2003,
31-9091,Dental assistants,,1200,18.9,15.1,31410,5.8,10.22,11.84,14.71,17.28,22.3,21270,24630,30600,35950,46390,2003,
31-9092,Medical assistants,,1750,10.7,11.45,23820,1.4,9.08,9.91,11.22,12.95,14.35,18890,20600,23330,26930,29840,2003,
31-9093,Medical equipment preparers,,350,47.5,11.98,24920,2,9.87,11.22,12.17,13.15,13.78,20530,23340,25320,27340,28650,2003,
31-9094,Medical transcriptionists,,590,28.7,13.14,27340,1.7,10.68,11.9,13.13,14.62,16.54,22220,24750,27310,30410,34410,2003,
31-9095,Pharmacy aides,,400,11.2,9.35,19450,1.7,7.4,7.89,8.74,10.46,12.73,15390,16400,18170,21760,26470,2003,
31-9096,Veterinary assistants and laboratory animal caretakers,,480,28,9.01,18730,2.6,6.6,7.73,9.21,10.31,11.16,13720,16080,19160,21450,23220,2003,
33-0000,Protective service occupations,major,10070,10.9,13.37,27810,3.2,7.23,8.81,11.4,16.96,21.82,15030,18320,23700,35270,45380,2003,
33-1012,First-line supervisors/managers of police and detectives,,250,30.2,28.1,58450,6.3,18.04,20.35,25.54,35.47,43.9,37520,42320,53120,73780,91310,2003,
33-2011,Fire fighters,,1440,39.4,13.87,28840,6,8.8,9.82,12.87,17.74,21.11,18310,20430,26760,36900,43900,2003,
33-3021,Detectives and criminal investigators,,190,19.5,23.99,49890,10.3,13.09,17.4,22.66,30.93,37.87,27230,36200,47130,64340,78770,2003,
33-3051,Police and sheriff's patrol officers,,,,17.07,35500,4,12.3,14.22,16.41,19.63,22.61,25580,29580,34130,40830,47030,2003,
33-9021,Private detectives and investigators,,140,21.2,13.74,28570,6.6,8.46,9.86,12.64,16.71,21.31,17590,20510,26290,34760,44330,2003,
33-9032,Security guards,,3970,8.4,10.12,21060,4,6.53,7.6,8.96,10.81,17.91,13590,15810,18630,22490,37250,2003,
35-0000,Food preparation and serving related occupations,major,45590,2,7.93,16490,1.3,5.72,6.27,7.28,8.82,10.83,11900,13030,15140,18350,22520,2003,
35-1011,Chefs and head cooks,,320,18.5,13.08,27200,5.6,8.53,9.58,11.8,14.75,20.3,17740,19920,24540,30690,42230,2003,
35-1012,First-line supervisors/managers of food preparation and serving workers,,3380,8.4,12.59,26190,7.1,7.51,8.7,10.57,13.63,18.12,15630,18100,21990,28340,37690,2003,
35-2011,"Cooks, fast food",,4770,22.5,7.33,15240,4.5,5.66,6.21,7.33,8.29,8.97,11780,12920,15240,17250,18650,2003,
35-2012,"Cooks, institution and cafeteria",,1760,13.1,9.71,20190,1.4,7.47,8.46,9.69,10.89,12.39,15540,17600,20160,22660,25770,2003,
35-2014,"Cooks, restaurant",,3020,10.4,9.51,19780,1.8,7.14,8.25,9.61,10.76,12.22,14860,17160,19990,22390,25420,2003,
35-2015,"Cooks, short order",,550,31.4,7.24,15060,4.3,5.64,6.02,6.66,8.31,10.27,11740,12530,13850,17290,21360,2003,
35-2021,Food preparation workers,,3470,8.4,8.8,18300,2,6.42,7.48,8.61,10.23,11.32,13360,15550,17900,21280,23540,2003,
35-3011,Bartenders,,2460,17.6,6.91,14370,2.3,5.65,6,6.57,7.24,8.71,11760,12470,13660,15050,18120,2003,
35-3021,"Combined food preparation and serving workers, including fast food",,9600,13.2,6.98,14530,1.2,5.62,6.08,6.85,7.93,8.66,11690,12640,14240,16500,18020,2003,
35-3022,"Counter attendants, cafeteria, food concession, and coffee shop",,2110,19.5,7.33,15250,2,5.76,6.27,7.17,8.33,9.35,11970,13030,14910,17320,19440,2003,
35-3031,Waiters and waitresses,,8360,6,6.67,13880,1.6,5.57,5.87,6.37,6.88,8.34,11590,12210,13240,14320,17350,2003,
35-3041,"Food servers, nonrestaurant",,1070,28.4,7.63,15860,3.6,5.72,6.25,7.17,8.9,10.5,11900,12990,14920,18510,21830,2003,
35-9011,Dining room and cafeteria attendants and bartender helpers,,1180,10.9,7.02,14610,1.7,5.66,6.07,6.76,7.94,8.94,11780,12630,14070,16510,18590,2003,
35-9021,Dishwashers,,1760,11,7.78,16190,1.8,6.01,6.88,7.83,8.69,9.75,12510,14310,16280,18090,20270,2003,
35-9031,"Hosts and hostesses, restaurant, lounge, and coffee shop",,1600,15.1,7.76,16140,2.4,5.9,6.62,7.61,8.56,10.13,12280,13780,15820,17810,21070,2003,
37-0000,Building and grounds cleaning and maintenance occupations,major,16860,3.6,9.68,20130,2.4,6.26,7.36,8.77,11.1,14.18,13030,15300,18250,23080,29490,2003,
37-1011,First-line supervisors/managers of housekeeping and janitorial workers,,1010,14.1,13.45,27980,3.8,9.14,10.15,12.69,16.12,18.25,19010,21120,26390,33530,37960,2003,
37-1012,"First-line supervisors/managers of landscaping, lawn service, and groundskeeping workers",,360,22.3,19.14,39810,7.5,11.76,13.46,17.3,22.68,31.72,24450,28000,35980,47170,65980,2003,
37-2011,"Janitors and cleaners, except maids and housekeeping cleaners",,8300,6.4,9.03,18780,3.8,6.04,7.01,8.26,10.51,13.23,12560,14580,17190,21860,27510,2003,
37-2012,Maids and housekeeping cleaners,,4240,8.5,8.44,17540,2.7,6.19,7.16,8.16,9.65,11.25,12870,14900,16980,20060,23400,2003,
37-2021,Pest control workers,,210,10.8,12.25,25470,5.2,8.81,10.04,12.23,14.43,16.26,18310,20890,25430,30010,33830,2003,
37-3011,Landscaping and groundskeeping workers,,2260,10.4,10.47,21770,2,7.15,8.32,9.94,11.79,15.03,14860,17310,20680,24530,31250,2003,
37-3013,Tree trimmers and pruners,,,,14.5,30150,7.5,12.06,13.81,14.88,16.04,16.73,25080,28730,30960,33360,34810,2003,
39-0000,Personal care and service occupations,major,9950,6,9.43,19610,3,5.86,6.73,8.21,10.3,14.28,12200,14010,17070,21420,29710,2003,
39-1021,First-line supervisors/managers of personal service workers,,390,10.8,14.53,30210,4.9,8.82,10.07,12.43,17.14,24.18,18350,20950,25860,35650,50300,2003,
39-2011,Animal trainers,,90,49.5,13.34,27740,5.3,6.33,7.43,9.1,15.34,31.67,13170,15450,18940,31900,65870,2003,
39-2021,Nonfarm animal caretakers,,320,37.6,9.08,18880,4,5.91,6.76,9.01,10.59,12.51,12300,14060,18740,22040,26020,2003,
39-3021,Motion picture projectionists,,30,22.6,11.49,23910,9.2,6,6.95,10.27,13.54,20.93,12480,14450,21370,28160,43540,2003,
39-3031,"Ushers, lobby attendants, and ticket takers",,,,7.82,16260,4,5.86,6.54,7.72,9.21,10.37,12180,13600,16070,19150,21560,2003,
39-3091,Amusement and recreation attendants,,700,28.5,7.6,15810,3.8,5.65,6.23,7.42,8.72,10.18,11750,12960,15430,18130,21180,2003,
39-3093,"Locker room, coatroom, and dressing room attendants",,80,12.4,8.29,17240,2.6,5.97,6.88,8.29,9.69,10.9,12410,14300,17240,20150,22660,2003,
39-4021,Funeral attendants,,70,31.9,9.07,18860,9.8,5.95,6.69,8,11.39,13.71,12370,13910,16630,23690,28510,2003,
39-5011,Barbers,,60,47.5,17.26,35890,22.9,7.09,8.55,14.74,25.92,27.98,14750,17790,30650,53910,58200,2003,
39-5012,"Hairdressers, hairstylists, and cosmetologists",,1320,12,12.24,25460,11.8,6.57,7.82,9.76,12.79,19.65,13670,16270,20310,26610,40880,2003,
39-5092,Manicurists and pedicurists,,150,36.4,11.86,24680,3.2,8.15,10.07,12.36,13.59,14.39,16940,20950,25700,28270,29930,2003,
39-6011,Baggage porters and bellhops,,150,17.1,7.2,14980,3.3,5.63,6.11,6.91,8.01,8.8,11720,12720,14370,16660,18310,2003,
39-6012,Concierges,,,,8.25,17150,5.1,6.99,7.35,7.86,8.37,10.32,14550,15280,16350,17420,21460,2003,
39-9011,Child care workers,,2620,11.9,7.75,16110,1.9,5.82,6.59,7.72,8.62,9.91,12110,13710,16070,17930,20620,2003,
39-9021,Personal and home care aides,,450,27.6,8.48,17640,3.5,6.22,7.36,8.25,9.48,10.81,12930,15300,17170,19720,22490,2003,
39-9031,Fitness trainers and aerobics instructors,,390,33.1,11.07,23030,6.6,6.09,7.1,8.8,14.05,17.73,12660,14770,18300,29220,36870,2003,
39-9032,Recreation workers,,630,16.9,9.65,20080,4.3,6.19,7.33,8.58,11.09,14.96,12880,15250,17850,23070,31120,2003,
39-9041,Residential advisors,,,,9.98,20750,3.9,7.72,8.83,9.83,10.82,12.62,16060,18360,20440,22500,26240,2003,
41-0000,Sales and related occupations,major,56090,2.1,14.78,30750,1.8,6.4,7.76,10.5,17.28,28.25,13320,16140,21830,35950,58750,2003,
41-1011,First-line supervisors/managers of retail sales workers,,4640,4.2,16.67,34670,2.5,9.15,10.76,14.21,19.88,27.02,19030,22390,29560,41340,56190,2003,
41-1012,First-line supervisors/managers of non-retail sales workers,,1450,7.2,28.54,59370,5.3,10.63,17.03,23.9,34.11,52.51,22110,35430,49710,70940,109220,2003,
41-2011,Cashiers,,13380,4.6,7.68,15970,0.8,5.82,6.46,7.52,8.57,10.09,12100,13440,15650,17820,20980,2003,
41-2021,Counter and rental clerks,,2040,13.1,9.44,19630,4.1,5.87,6.69,8.34,10.92,14.03,12210,13920,17340,22720,29170,2003,
41-2022,Parts salespersons,,870,9.6,14.43,30010,2.1,9.1,10.93,13.62,17.17,21,18930,22720,28330,35720,43690,2003,
41-2031,Retail salespersons,,15640,4.3,11.26,23420,2.9,6.37,7.56,9.23,12.6,17.48,13250,15720,19210,26210,36360,2003,
41-3011,Advertising sales agents,,470,9.4,19.39,40330,7.2,7.91,12.55,17.16,22.28,31.52,16450,26110,35690,46350,65550,2003,
41-3021,Insurance sales agents,,1070,15.3,25.33,52680,9.8,9.11,11.19,19.37,39.37,44.9,18940,23280,40290,81880,93380,2003,
41-3031,"Securities, commodities, and financial services sales agents",,1260,24,24.16,50250,10.5,12.03,13.53,17.48,26.06,48.63,25010,28150,36350,54210,101150,2003,
41-3041,Travel agents,,270,16.8,11.76,24450,5,7.61,9.58,11.44,13.56,16.38,15820,19930,23790,28200,34080,2003,
41-4011,"Sales representatives, wholesale and manufacturing, technical and scientific products",,2160,16.8,31.15,64790,6.7,13.02,17.26,25.84,40.63,55.89,27080,35900,53740,84510,116240,2003,
41-4012,"Sales representatives, wholesale and manufacturing, except technical and scientific products",,6930,5.9,24.17,50260,3.3,11.49,15.07,20.45,29.11,42.07,23900,31340,42530,60560,87500,2003,
41-9011,Demonstrators and product promoters,,350,24.5,15.28,31780,9.1,8.13,9.53,12.37,19.2,27.38,16910,19830,25740,39930,56950,2003,
41-9021,Real estate brokers,,30,26.2,15.45,32140,12.2,8.31,9.68,14.83,17.84,25.06,17280,20140,30850,37100,52120,2003,
41-9022,Real estate sales agents,,840,24.7,15.06,31320,5.8,7.64,11.13,14.48,17.03,24.59,15890,23150,30120,35430,51160,2003,
41-9031,Sales engineers,,190,14.3,29.88,62150,3.3,17.69,22.14,28.77,38.23,44.46,36800,46050,59840,79530,92480,2003,
41-9041,Telemarketers,,1610,13.4,10.07,20940,3.5,7.33,7.97,9.1,10.72,13.9,15250,16570,18940,22300,28920,2003,
41-9091,"Door-to-door sales workers, news and street vendors, and related workers",,110,32.7,14.87,30940,11.5,6.37,8.11,12.27,20.02,29.21,13250,16860,25520,41640,60770,2003,
43-0000,Office and administrative support occupations,major,98460,3,12.73,26490,0.6,7.98,9.71,11.97,14.84,18.63,16590,20190,24890,30860,38750,2003,
43-1011,First-line supervisors/managers of office and administrative support workers,,6100,4.7,18.47,38420,1,11.47,13.85,17.08,21.37,27.42,23850,28800,35530,44440,57030,2003,
43-2011,"Switchboard operators, including answering service",,950,8.2,10.1,21000,1.3,7.42,8.7,9.99,11.19,13.2,15440,18090,20770,23280,27450,2003,
