,OCC_CODE,OCC_TITLE,OCC_GROUP,TOT_EMP,EMP_PRSE,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,YEAR,Unnamed: 19
2042,39-1021,First-line supervisors/managers of personal service workers,,390.0,10.8,19.7608,41085.600000000006,6.664000000000001,11.9952,13.695200000000002,16.9048,23.3104,32.8848,24956.0,28492.000000000004,35169.600000000006,48484.0,68408.0,2003,
2043,39-2011,Animal trainers,,90.0,49.5,18.142400000000002,37726.4,7.208,8.6088,10.104800000000001,12.376000000000001,20.8624,43.071200000000005,17911.2,21012.0,25758.4,43384.0,89583.20000000001,2003,
2044,39-2021,Nonfarm animal caretakers,,320.0,37.6,12.3488,25676.800000000003,5.44,8.037600000000001,9.1936,12.2536,14.4024,17.0136,16728.0,19121.600000000002,25486.4,29974.4,35387.200000000004,2003,
2045,39-3021,Motion picture projectionists,,30.0,22.6,15.626400000000002,32517.600000000002,12.512,8.16,9.452000000000002,13.9672,18.4144,28.4648,16972.800000000003,19652.0,29063.2,38297.600000000006,59214.4,2003,
2046,39-3031,"Ushers, lobby attendants, and ticket takers",,,,10.635200000000001,22113.600000000002,5.44,7.969600000000001,8.894400000000001,10.4992,12.525600000000003,14.1032,16564.800000000003,18496.0,21855.2,26044.000000000004,29321.600000000002,2003,
2047,39-3091,Amusement and recreation attendants,,700.0,28.5,10.336,21501.600000000002,5.168,7.684000000000001,8.472800000000001,10.0912,11.859200000000001,13.844800000000001,15980.000000000002,17625.600000000002,20984.800000000003,24656.800000000003,28804.800000000003,2003,
2048,39-3093,"Locker room, coatroom, and dressing room attendants",,80.0,12.4,11.2744,23446.4,3.5360000000000005,8.119200000000001,9.3568,11.2744,13.1784,14.824000000000002,16877.600000000002,19448.0,23446.4,27404.000000000004,30817.600000000002,2003,
2049,39-4021,Funeral attendants,,70.0,31.9,12.3352,25649.600000000002,13.328000000000001,8.092,9.098400000000002,10.88,15.490400000000001,18.6456,16823.2,18917.600000000002,22616.800000000003,32218.4,38773.600000000006,2003,
2050,39-5011,Barbers,,60.0,47.5,23.473600000000005,48810.4,31.144000000000002,9.6424,11.628000000000002,20.046400000000002,35.251200000000004,38.052800000000005,20060.0,24194.4,41684.0,73317.6,79152.0,2003,
2051,39-5012,"Hairdressers, hairstylists, and cosmetologists",,1320.0,12.0,16.6464,34625.600000000006,16.048000000000002,8.935200000000002,10.635200000000001,13.2736,17.3944,26.724,18591.2,22127.2,27621.600000000002,36189.600000000006,55596.8,2003,
2052,39-5092,Manicurists and pedicurists,,150.0,36.4,16.1296,33564.8,4.352,11.084000000000001,13.695200000000002,16.8096,18.482400000000002,19.570400000000003,23038.4,28492.000000000004,34952.0,38447.200000000004,40704.8,2003,
2053,39-6011,Baggage porters and bellhops,,150.0,17.1,9.792000000000002,20372.800000000003,4.488,7.6568000000000005,8.309600000000001,9.3976,10.893600000000001,11.968000000000002,15939.2,17299.2,19543.2,22657.600000000002,24901.600000000002,2003,
2054,39-6012,Concierges,,,,11.22,23324.0,6.936,9.506400000000001,9.996,10.6896,11.3832,14.035200000000001,19788.0,20780.800000000003,22236.0,23691.2,29185.600000000002,2003,
2055,39-9011,Child care workers,,2620.0,11.9,10.540000000000001,21909.600000000002,2.584,7.915200000000001,8.9624,10.4992,11.7232,13.4776,16469.600000000002,18645.600000000002,21855.2,24384.800000000003,28043.2,2003,
2056,39-9021,Personal and home care aides,,450.0,27.6,11.532800000000002,23990.4,4.760000000000001,8.459200000000001,10.0096,11.22,12.892800000000001,14.701600000000001,17584.800000000003,20808.0,23351.2,26819.2,30586.4,2003,
2057,39-9031,Fitness trainers and aerobics instructors,,390.0,33.1,15.055200000000001,31320.800000000003,8.976,8.2824,9.656,11.968000000000002,19.108000000000004,24.112800000000004,17217.600000000002,20087.2,24888.0,39739.200000000004,50143.200000000004,2003,
2058,39-9032,Recreation workers,,630.0,16.9,13.124,27308.800000000003,5.848,8.418400000000002,9.968800000000002,11.668800000000001,15.082400000000002,20.3456,17516.800000000003,20740.0,24276.0,31375.2,42323.200000000004,2003,
2059,39-9041,Residential advisors,,,,13.5728,28220.000000000004,5.304,10.4992,12.0088,13.3688,14.715200000000001,17.1632,21841.600000000002,24969.600000000002,27798.4,30600.000000000004,35686.4,2003,
2060,41-0000,Sales and related occupations,major,56090.0,2.1,20.1008,41820.0,2.4480000000000004,8.704,10.553600000000001,14.280000000000001,23.5008,38.42,18115.2,21950.4,29688.800000000003,48892.0,79900.0,2003,
2061,41-1011,First-line supervisors/managers of retail sales workers,,4640.0,4.2,22.671200000000002,47151.200000000004,3.4000000000000004,12.444,14.633600000000001,19.3256,27.0368,36.7472,25880.800000000003,30450.4,40201.600000000006,56222.4,76418.40000000001,2003,
2062,41-1012,First-line supervisors/managers of non-retail sales workers,,1450.0,7.2,38.8144,80743.20000000001,7.208,14.456800000000003,23.160800000000002,32.504,46.3896,71.4136,30069.600000000002,48184.8,67605.6,96478.40000000001,148539.2,2003,
2063,41-2011,Cashiers,,13380.0,4.6,10.4448,21719.2,1.088,7.915200000000001,8.7856,10.2272,11.6552,13.7224,16456.0,18278.4,21284.0,24235.2,28532.800000000003,2003,
2064,41-2021,Counter and rental clerks,,2040.0,13.1,12.8384,26696.800000000003,5.576,7.983200000000001,9.098400000000002,11.342400000000001,14.8512,19.0808,16605.600000000002,18931.2,23582.4,30899.2,39671.200000000004,2003,
2065,41-2022,Parts salespersons,,870.0,9.6,19.6248,40813.600000000006,2.8560000000000003,12.376000000000001,14.8648,18.5232,23.351200000000006,28.560000000000002,25744.800000000003,30899.2,38528.8,48579.200000000004,59418.4,2003,
2066,41-2031,Retail salespersons,,15640.0,4.3,15.313600000000001,31851.2,3.944,8.663200000000002,10.281600000000001,12.552800000000001,17.136,23.772800000000004,18020.0,21379.2,26125.600000000002,35645.600000000006,49449.600000000006,2003,
2067,41-3011,Advertising sales agents,,470.0,9.4,26.370400000000004,54848.8,9.792000000000002,10.757600000000002,17.068,23.337600000000002,30.300800000000002,42.867200000000004,22372.0,35509.600000000006,48538.4,63036.00000000001,89148.0,2003,
2068,41-3021,Insurance sales agents,,1070.0,15.3,34.4488,71644.8,13.328000000000001,12.3896,15.2184,26.343200000000003,53.5432,61.064,25758.4,31660.800000000003,54794.4,111356.8,126996.8,2003,
2069,41-3031,"Securities, commodities, and financial services sales agents",,1260.0,24.0,32.857600000000005,68340.0,14.280000000000001,16.3608,18.4008,23.772800000000004,35.4416,66.13680000000001,34013.600000000006,38284.0,49436.0,73725.6,137564.0,2003,
2070,41-3041,Travel agents,,270.0,16.8,15.9936,33252.0,6.800000000000001,10.3496,13.0288,15.5584,18.4416,22.2768,21515.2,27104.800000000003,32354.4,38352.0,46348.8,2003,
2071,41-4011,"Sales representatives, wholesale and manufacturing, technical and scientific products",,2160.0,16.8,42.364000000000004,88114.40000000001,9.112,17.7072,23.473600000000005,35.1424,55.256800000000005,76.0104,36828.8,48824.0,73086.40000000001,114933.6,158086.40000000002,2003,
2072,41-4012,"Sales representatives, wholesale and manufacturing, except technical and scientific products",,6930.0,5.9,32.8712,68353.6,4.488,15.626400000000002,20.4952,27.812,39.589600000000004,57.2152,32504.000000000004,42622.4,57840.8,82361.6,119000.00000000001,2003,
2073,41-9011,Demonstrators and product promoters,,350.0,24.5,20.7808,43220.8,12.376000000000001,11.056800000000003,12.9608,16.8232,26.112000000000002,37.2368,22997.600000000002,26968.800000000003,35006.4,54304.8,77452.0,2003,
2074,41-9021,Real estate brokers,,30.0,26.2,21.012,43710.4,16.592,11.301600000000002,13.164800000000001,20.1688,24.262400000000003,34.0816,23500.800000000003,27390.4,41956.0,50456.0,70883.20000000001,2003,
2075,41-9022,Real estate sales agents,,840.0,24.7,20.481600000000004,42595.200000000004,7.888,10.3904,15.136800000000003,19.692800000000002,23.160800000000002,33.4424,21610.4,31484.000000000004,40963.200000000004,48184.8,69577.6,2003,
2076,41-9031,Sales engineers,,190.0,14.3,40.6368,84524.0,4.488,24.058400000000002,30.110400000000002,39.1272,51.9928,60.4656,50048.0,62628.00000000001,81382.40000000001,108160.8,125772.8,2003,
2077,41-9041,Telemarketers,,1610.0,13.4,13.695200000000002,28478.4,4.760000000000001,9.968800000000002,10.8392,12.376000000000001,14.579200000000002,18.904000000000003,20740.0,22535.2,25758.4,30328.000000000004,39331.200000000004,2003,
2078,41-9091,"Door-to-door sales workers, news and street vendors, and related workers",,110.0,32.7,20.223200000000002,42078.4,15.64,8.663200000000002,11.0296,16.6872,27.2272,39.72560000000001,18020.0,22929.600000000002,34707.200000000004,56630.4,82647.20000000001,2003,
2079,43-0000,Office and administrative support occupations,major,98460.0,3.0,17.312800000000003,36026.4,0.8160000000000001,10.852800000000002,13.205600000000002,16.279200000000003,20.1824,25.3368,22562.4,27458.4,33850.4,41969.600000000006,52700.00000000001,2003,
2080,43-1011,First-line supervisors/managers of office and administrative support workers,,6100.0,4.7,25.1192,52251.200000000004,1.36,15.599200000000002,18.836000000000002,23.2288,29.063200000000002,37.2912,32436.000000000004,39168.0,48320.8,60438.4,77560.8,2003,
2081,43-2011,"Switchboard operators, including answering service",,950.0,8.2,13.736,28560.000000000004,1.7680000000000002,10.0912,11.832,13.586400000000001,15.2184,17.952,20998.4,24602.4,28247.2,31660.800000000003,37332.0,2003,
2082,43-3011,Bill and account collectors,,2580.0,9.0,17.1632,35700.0,3.2640000000000002,12.3352,14.1712,16.4696,18.659200000000002,22.317600000000002,25663.2,29484.800000000003,34258.4,38800.8,46403.200000000004,2003,
2083,43-3021,Billing and posting clerks and machine operators,,3370.0,6.8,16.8912,35128.8,2.4480000000000004,12.212800000000001,13.9944,16.632800000000003,19.0808,22.4944,25418.4,29104.000000000004,34584.8,39684.8,46797.600000000006,2003,
2084,43-3031,"Bookkeeping, accounting, and auditing clerks",,7210.0,4.8,17.639200000000002,36692.8,1.088,11.4512,13.9808,17.176800000000004,21.012,24.5616,23827.2,29076.800000000003,35740.8,43710.4,51095.200000000004,2003,
2085,43-3051,Payroll and timekeeping clerks,,930.0,6.6,19.0944,39712.0,2.72,12.7296,15.408800000000001,18.672800000000002,22.372,26.5064,26465.600000000002,32055.2,38855.200000000004,46539.200000000004,55134.4,2003,
2086,43-3061,Procurement clerks,,260.0,16.8,19.026400000000002,39562.4,3.128,13.110400000000002,15.3408,18.7816,22.508000000000003,25.9896,27268.000000000004,31905.600000000002,39072.8,46811.200000000004,54060.00000000001,2003,
2087,43-3071,Tellers,,1880.0,16.2,13.504800000000001,28097.600000000002,1.904,11.1248,12.416800000000002,13.532,14.688000000000002,15.6536,23147.2,25812.800000000003,28152.000000000004,30532.000000000004,32572.000000000004,2003,
2088,43-4021,Correspondence clerks,,100.0,9.6,17.666400000000003,36733.600000000006,4.352,12.5936,14.470400000000001,17.7344,21.256800000000002,23.011200000000002,26207.2,30096.800000000003,36896.8,44200.0,47872.0,2003,
2089,43-4041,"Credit authorizers, checkers, and clerks",,300.0,31.8,17.448800000000002,36298.4,6.256,12.8248,14.184800000000001,16.265600000000003,19.4616,23.432800000000004,26683.2,29512.000000000004,33823.200000000004,40487.200000000004,48728.8,2003,
2090,43-4051,Customer service representatives,,8620.0,6.4,17.992800000000003,37413.600000000006,1.7680000000000002,12.3488,14.225600000000002,17.122400000000003,20.672,25.4592,25690.4,29580.000000000004,35604.8,43003.200000000004,52944.8,2003,
2091,43-4061,"Eligibility interviewers, government programs",,70.0,21.3,18.142400000000002,37740.0,7.752000000000001,12.566400000000002,14.239200000000002,16.728,20.821600000000004,27.390400000000003,26125.600000000002,29607.2,34788.8,43316.0,56970.4,2003,
2092,43-4071,File clerks,,920.0,17.3,13.0288,27091.2,2.176,9.778400000000001,10.8664,12.7432,14.7696,17.2584,20332.0,22589.600000000002,26520.000000000004,30708.800000000003,35904.0,2003,
2093,43-4081,"Hotel, motel, and resort desk clerks",,610.0,8.9,11.152,23188.0,3.4000000000000004,8.5816,9.928,11.016,12.3896,14.348000000000003,17843.2,20644.800000000003,22902.4,25772.000000000004,29852.000000000004,2003,
2094,43-4111,"Interviewers, except eligibility and loan",,1280.0,9.3,13.9944,29090.4,3.2640000000000002,10.3496,11.7504,13.586400000000001,15.762400000000001,18.672800000000002,21542.4,24439.2,28274.4,32789.600000000006,38855.200000000004,2003,
2095,43-4121,"Library assistants, clerical",,160.0,5.6,12.675200000000002,26343.2,12.376000000000001,8.200800000000001,9.0576,12.104000000000001,16.0208,18.8088,17054.4,18836.0,25160.0,33320.0,39113.600000000006,2003,
2096,43-4131,Loan interviewers and clerks,,910.0,10.5,17.108800000000002,35591.200000000004,2.8560000000000003,12.430400000000002,14.130400000000002,16.741600000000002,19.529600000000002,22.834400000000002,25840.000000000004,29376.000000000004,34816.0,40609.600000000006,47504.8,2003,
2097,43-4141,New accounts clerks,,150.0,27.0,15.599200000000002,32449.600000000002,5.304,12.566400000000002,13.260000000000002,14.388800000000002,16.0344,19.6792,26139.2,27580.800000000003,29933.600000000002,33347.200000000004,40922.4,2003,
2098,43-4151,Order clerks,,1920.0,12.4,16.8504,35047.200000000004,1.6320000000000001,11.587200000000001,13.504800000000001,16.4832,19.6792,23.256000000000004,24099.2,28097.600000000002,34285.600000000006,40922.4,48361.600000000006,2003,
2099,43-4161,"Human resources assistants, except payroll and timekeeping",,540.0,7.3,20.3048,42228.0,2.8560000000000003,14.742400000000002,16.6872,19.230400000000003,22.9024,28.192800000000002,30654.4,34693.600000000006,39997.600000000006,47640.8,58643.200000000004,2003,
2100,43-4171,Receptionists and information clerks,,4680.0,7.1,13.9944,29117.600000000002,1.904,9.615200000000002,12.0088,13.9808,16.238400000000002,18.428,19992.0,24969.600000000002,29090.4,33782.4,38324.8,2003,
2101,43-4181,Reservation and transportation ticket agents and travel clerks,,290.0,24.1,15.436,32109.600000000002,4.896000000000001,11.0024,12.471200000000001,14.6064,17.516800000000003,19.896800000000002,22888.800000000003,25948.800000000003,30368.800000000003,36434.4,41398.4,2003,
2102,43-5011,Cargo and freight agents,,,,19.8832,41357.600000000006,4.488,14.0624,16.728,19.108000000000004,23.2424,28.152,29253.600000000002,34802.4,39752.8,48334.4,58548.00000000001,2003,
2103,43-5021,Couriers and messengers,,1130.0,25.9,12.3896,25772.000000000004,5.168,8.6088,10.1456,12.226400000000002,14.1712,16.238400000000002,17897.600000000002,21107.2,25418.4,29457.600000000002,33768.8,2003,
2104,43-5031,"Police, fire, and ambulance dispatchers",,290.0,25.9,16.7144,34761.600000000006,4.896000000000001,11.179200000000002,14.184800000000001,16.728,18.672800000000002,22.358400000000003,23242.4,29498.4,34802.4,38855.200000000004,46498.4,2003,
2105,43-5032,"Dispatchers, except police, fire, and ambulance",,920.0,13.5,20.7128,43084.8,2.3120000000000003,13.654399999999999,16.265600000000003,20.481600000000004,24.983200000000004,28.492,28383.2,33836.8,42608.8,51952.00000000001,59268.8,2003,
2106,43-5041,"Meter readers, utilities",,170.0,12.1,18.196800000000003,37862.4,15.504000000000001,11.3152,13.219200000000003,16.8504,24.0176,27.771200000000004,23541.600000000002,27512.800000000003,35060.8,49966.4,57759.200000000004,2003,
2107,43-5051,Postal service clerks,,280.0,0.0,25.540800000000004,53121.600000000006,3.808,23.256000000000004,24.276000000000003,25.9896,27.689600000000002,28.709600000000002,48375.200000000004,50510.4,54046.4,57582.4,59704.00000000001,2003,
2108,43-5052,Postal service mail carriers,,1310.0,0.0,25.7448,53543.200000000004,3.5360000000000005,20.876,23.8272,25.9896,28.165600000000005,30.831200000000006,43438.4,49558.4,54073.600000000006,58575.200000000004,64137.600000000006,2003,
2109,43-5053,"Postal service mail sorters, processors, and processing machine operators",,970.0,0.0,24.2488,50428.8,5.168,18.196800000000003,23.6504,25.513600000000004,27.3768,28.492,37862.4,49191.200000000004,53067.200000000004,56943.200000000004,59268.8,2003,
2110,43-5061,"Production, planning, and expediting clerks",,1280.0,12.2,21.8688,45492.0,2.04,14.7832,16.986400000000003,20.468000000000004,26.0848,31.320800000000006,30749.600000000002,35332.8,42581.600000000006,54250.4,65130.4,2003,
2111,43-5071,"Shipping, receiving, and traffic clerks",,3720.0,5.6,16.088800000000003,33469.600000000006,1.904,11.764000000000001,13.1376,15.096,18.319200000000002,22.2088,24452.800000000003,27322.4,31402.4,38107.200000000004,46185.600000000006,2003,
2112,43-5081,Stock clerks and order fillers,,8250.0,6.0,13.695200000000002,28478.4,1.36,9.2344,10.716800000000001,13.124,15.871200000000002,18.9448,19203.2,22290.4,27295.2,33020.8,39412.8,2003,
2113,43-5111,"Weighers, measurers, checkers, and samplers, recordkeeping",,390.0,35.6,15.381600000000002,32000.800000000003,6.12,10.540000000000001,11.872800000000002,14.497600000000002,17.965600000000002,21.8416,21909.600000000002,24711.2,30164.800000000003,37359.200000000004,45424.0,2003,
2114,43-6011,Executive secretaries and administrative assistants,,5720.0,4.9,20.7128,43084.8,1.36,14.1984,16.755200000000002,19.896800000000002,23.5416,28.233600000000003,29539.2,34843.200000000004,41398.4,48973.600000000006,58738.4,2003,
2115,43-6012,Legal secretaries,,760.0,13.6,21.42,44567.200000000004,2.72,15.912,18.6184,21.501600000000003,24.3304,28.029600000000002,33102.4,38719.200000000004,44703.200000000004,50605.600000000006,58289.600000000006,2003,
2116,43-6013,Medical secretaries,,1370.0,14.4,16.7008,34720.8,2.4480000000000004,12.9472,14.3208,16.4424,18.5096,20.277600000000003,26928.000000000004,29797.600000000002,34204.0,38501.600000000006,42173.600000000006,2003,
2117,43-6014,"Secretaries, except legal, medical, and executive",,6430.0,7.6,16.061600000000002,33415.200000000004,2.176,10.376800000000001,13.110400000000002,15.6944,18.7408,22.467200000000002,21569.600000000002,27254.4,32626.4,38977.600000000006,46729.600000000006,2003,
2118,43-9011,Computer operators,,520.0,12.7,20.4952,42636.0,3.5360000000000005,13.708800000000002,15.939200000000001,19.570400000000003,24.956000000000003,28.818400000000004,28505.600000000002,33143.200000000004,40691.200000000004,51897.600000000006,59948.8,2003,
2119,43-9021,Data entry keyers,,1960.0,11.6,13.5728,28220.000000000004,4.08,9.275200000000002,10.852800000000002,13.0832,15.531200000000002,18.7272,19284.800000000003,22562.4,27200.000000000004,32313.600000000002,38950.4,2003,
2120,43-9022,Word processors and typists,,400.0,32.9,15.8032,32871.200000000004,6.5280000000000005,8.704,10.812000000000001,15.177600000000002,19.8016,24.208000000000002,18101.600000000002,22494.4,31579.2,41194.4,50360.8,2003,
2121,43-9031,Desktop publishers,,160.0,32.2,19.8424,41276.0,4.896000000000001,13.192,14.579200000000002,19.0808,24.684,29.280800000000003,27444.800000000003,30328.000000000004,39684.8,51340.00000000001,60900.8,2003,
2122,43-9041,Insurance claims and policy processing clerks,,1080.0,29.8,19.856,41316.8,2.8560000000000003,13.5728,15.6536,18.7952,23.0792,27.9616,28233.600000000002,32572.000000000004,39100.0,48008.0,58140.00000000001,2003,
2123,43-9051,"Mail clerks and mail machine operators, except postal service",,1110.0,13.5,14.3208,29797.600000000002,3.808,10.4992,11.6144,13.4232,16.1568,19.556800000000003,21841.600000000002,24167.2,27920.800000000003,33605.600000000006,40664.0,2003,
2124,43-9061,"Office clerks, general",,9640.0,5.8,15.164000000000001,31538.4,2.3120000000000003,9.9144,11.9544,14.375200000000001,17.666400000000003,21.624000000000002,20617.600000000002,24860.800000000003,29892.800000000003,36747.200000000004,44975.200000000004,2003,
2125,43-9071,"Office machine operators, except computer",,380.0,8.6,14.470400000000001,30096.800000000003,8.024000000000001,10.6216,11.668800000000001,13.450400000000002,16.116,20.8352,22100.0,24276.0,27988.800000000003,33524.0,43329.600000000006,2003,
2126,43-9111,Statistical assistants,,990.0,0.4,18.2648,37998.4,3.6720000000000006,15.2048,16.1432,17.7208,20.3728,22.3992,31620.000000000004,33578.4,36856.0,42377.600000000006,46607.200000000004,2003,
2127,45-0000,"Farming, fishing, and forestry occupations",major,500.0,25.1,13.6408,28383.2,4.216,9.180000000000001,10.6896,12.4984,16.415200000000002,18.822400000000002,19108.0,22236.0,26003.2,34136.0,39154.4,2003,
2128,45-2092,"Farmworkers and laborers, crop, nursery, and greenhouse",,60.0,26.8,12.376000000000001,25744.800000000003,10.88,8.364,9.656,12.1448,14.6744,17.5848,17408.0,20073.600000000002,25255.2,30532.000000000004,36570.4,2003,
2129,45-2093,"Farmworkers, farm and ranch animals",,340.0,34.9,13.246400000000001,27540.000000000004,5.848,9.275200000000002,10.648800000000001,12.212800000000001,16.32,18.632,19298.4,22140.800000000003,25391.2,33959.200000000004,38760.0,2003,
2130,47-0000,Construction and extraction occupations,major,25470.0,4.1,23.024800000000003,47885.600000000006,2.584,13.192,16.5376,21.610400000000002,28.9544,36.0672,27458.4,34394.4,44934.4,60234.4,75031.20000000001,2003,
2131,47-1011,First-line supervisors/managers of construction trades and extraction workers,,2280.0,5.7,31.6064,65728.8,3.4000000000000004,19.6656,24.6976,30.423200000000005,37.1552,44.540000000000006,40895.200000000004,51380.8,63267.200000000004,77288.8,92656.8,2003,
2132,47-2021,Brickmasons and blockmasons,,430.0,23.4,23.9904,49898.4,8.568,16.0344,20.223200000000002,24.1672,28.8048,31.4568,33360.8,42064.8,50252.0,59921.600000000006,65429.600000000006,2003,
2133,47-2031,Carpenters,,2320.0,9.1,23.065600000000003,47980.8,3.4000000000000004,14.538400000000001,18.0608,23.2288,27.8664,31.198400000000003,30246.4,37563.200000000004,48320.8,57949.600000000006,64899.200000000004,2003,
2134,47-2041,Carpet installers,,40.0,24.1,17.272000000000002,35931.200000000004,4.08,13.464000000000002,15.0144,17.176800000000004,19.1216,21.6648,28002.4,31239.2,35740.8,39766.4,45056.8,2003,
2135,47-2044,Tile and marble setters,,50.0,0.0,24.303200000000004,50564.8,2.584,19.1352,21.256800000000002,24.044800000000002,27.580800000000004,31.008000000000003,39807.200000000004,44213.600000000006,50007.200000000004,57351.200000000004,64504.8,2003,
2136,47-2051,Cement masons and concrete finishers,,640.0,10.3,19.244000000000003,40024.8,6.256,12.906400000000001,14.6472,18.088,22.508000000000003,28.097600000000003,26860.000000000004,30464.000000000004,37631.200000000004,46811.200000000004,58439.200000000004,2003,
2137,47-2061,Construction laborers,,4010.0,9.2,17.3536,36094.4,4.896000000000001,9.968800000000002,13.0696,16.755200000000002,21.3928,25.241600000000002,20726.4,27186.4,34843.200000000004,44499.200000000004,52496.00000000001,2003,
2138,47-2071,"Paving, surfacing, and tamping equipment operators",,380.0,23.7,18.2376,37916.8,6.392,12.58,14.3344,17.122400000000003,20.930400000000002,25.880800000000004,26180.000000000004,29811.2,35618.4,43547.200000000004,53842.4,2003,
2139,47-2073,Operating engineers and other construction equipment operators,,2560.0,24.2,22.3992,46607.200000000004,3.128,16.401600000000002,18.849600000000002,21.8416,26.0168,29.525600000000004,34108.8,39222.4,45437.600000000006,54114.4,61404.00000000001,2003,
2140,47-2081,Drywall and ceiling tile installers,,500.0,19.2,21.025600000000004,43737.600000000006,2.9920000000000004,16.4696,18.0744,20.223200000000002,23.7592,28.0024,34258.4,37604.0,42064.8,49408.8,58248.8,2003,
2141,47-2082,Tapers,,170.0,25.1,21.828000000000003,45410.4,5.304,16.8776,19.4208,21.6648,24.915200000000002,28.369600000000002,35088.0,40392.0,45070.4,51816.00000000001,59010.4,2003,
2142,47-2111,Electricians,,2720.0,7.6,27.213600000000003,56603.200000000004,5.848,16.224800000000002,19.529600000000002,26.8872,35.1016,38.964,33755.200000000004,40623.200000000004,55909.600000000006,73018.40000000001,81042.40000000001,2003,
2143,47-2121,Glaziers,,,,18.360000000000003,38188.8,10.200000000000001,13.681600000000001,15.748800000000001,17.68,20.468000000000004,25.2144,28451.2,32762.4,36760.8,42568.0,52428.00000000001,2003,
2144,47-2130,Insulation workers,,120.0,18.7,26.0168,54114.4,13.328000000000001,14.456800000000003,17.435200000000002,22.7528,36.2304,40.5416,30083.2,36257.600000000006,47314.4,75357.6,84333.6,2003,
2145,47-2141,"Painters, construction and maintenance",,940.0,11.1,18.7544,39018.4,5.032000000000001,12.770400000000002,15.096,18.3736,21.964,25.663200000000003,26547.2,31416.000000000004,38216.0,45682.4,53366.4,2003,
2146,47-2151,Pipelayers,,100.0,28.8,18.768,39032.0,9.384,12.906400000000001,14.810400000000001,17.408,21.365600000000004,27.336000000000006,26846.4,30804.000000000004,36203.200000000004,44431.200000000004,56848.00000000001,2003,
2147,47-2152,"Plumbers, pipefitters, and steamfitters",,2820.0,14.4,30.7496,63947.200000000004,6.256,19.6384,23.895200000000003,33.1976,36.720000000000006,39.317600000000006,40868.0,49708.0,69047.20000000001,76377.6,81763.20000000001,2003,
2148,47-2161,Plasterers and stucco masons,,,,15.3408,31905.600000000002,7.888,12.852,13.4232,14.388800000000002,15.3544,21.787200000000002,26737.600000000002,27934.4,29933.600000000002,31932.800000000003,45315.200000000004,2003,
2149,47-2171,Reinforcing iron and rebar workers,,,,25.282400000000003,52591.200000000004,10.200000000000001,14.008000000000003,18.5776,26.533600000000003,30.3824,36.543200000000006,29144.800000000003,38651.200000000004,55188.8,63185.600000000006,76010.40000000001,2003,
2150,47-2181,Roofers,,580.0,18.1,19.733600000000003,41031.200000000004,2.8560000000000003,13.8176,15.939200000000001,18.7816,23.011200000000002,27.1864,28750.4,33156.8,39045.600000000006,47858.4,56562.4,2003,
2151,47-2211,Sheet metal workers,,720.0,22.1,25.105600000000003,52210.4,5.032000000000001,15.136800000000003,18.3872,23.092800000000004,33.0888,37.2096,31484.000000000004,38229.600000000006,48021.600000000006,68816.0,77384.0,2003,
2152,47-2221,Structural iron and steel workers,,300.0,38.0,26.968799999999998,56100.00000000001,8.432,16.7144,21.0664,28.505600000000005,33.82320000000001,36.5024,34775.200000000004,43819.200000000004,59296.00000000001,70352.8,75928.8,2003,
2153,47-3011,"Helpers--brickmasons, blockmasons, stonemasons, and tile and marble setters",,190.0,22.2,17.272000000000002,35917.600000000006,6.12,11.288000000000002,13.9672,17.312800000000003,21.0528,23.6368,23473.600000000002,29049.600000000002,36012.8,43792.0,49164.0,2003,
2154,47-3012,Helpers--carpenters,,320.0,29.9,15.028000000000002,31266.4,4.08,9.248000000000001,12.444,14.6064,18.360000000000003,21.3928,19230.4,25880.800000000003,30368.800000000003,38188.8,44499.200000000004,2003,
2155,47-3013,Helpers--electricians,,520.0,32.4,14.742400000000002,30668.000000000004,5.848,10.5944,11.7504,13.9128,17.2312,19.5432,22045.600000000002,24439.2,28927.2,35822.4,40664.0,2003,
2156,47-3015,"Helpers--pipelayers, plumbers, pipefitters, and steamfitters",,750.0,12.2,16.3608,34040.8,10.336,12.185600000000003,13.2736,15.055200000000001,20.2912,23.1472,25350.4,27621.600000000002,31307.2,42200.8,48157.600000000006,2003,
2157,47-3016,Helpers--roofers,,110.0,27.4,14.892,30967.2,4.6240000000000006,10.948000000000002,12.879200000000003,14.6064,17.3536,19.189600000000002,22766.4,26792.000000000004,30368.800000000003,36080.8,39902.4,2003,
2158,47-4011,Construction and building inspectors,,160.0,22.8,27.9616,58140.00000000001,5.168,19.584000000000003,22.331200000000003,26.6016,33.11600000000001,37.5768,40745.600000000006,46430.4,55338.4,68897.6,78145.6,2003,
2159,47-4021,Elevator installers and repairers,,70.0,38.5,25.840000000000003,53747.200000000004,18.224,13.232800000000001,17.9248,27.417600000000004,32.8984,36.665600000000005,27540.000000000004,37277.600000000006,57038.4,68435.20000000001,76268.8,2003,
2160,47-4031,Fence erectors,,100.0,14.3,14.96,31116.800000000003,13.056000000000001,10.8392,12.172,14.2664,17.1904,21.216,22548.800000000003,25323.2,29661.600000000002,35768.0,44132.0,2003,
